ID,Date,Attack,Target Class,Attack Class,Country,Initial Access
449,05/06/2016,Targeted Attack,Government,CE,IN,N/A
450,05/06/2016,Account Hijacking,Single Individual,CC,UK,N/A
451,05/06/2016,Account Hijacking,Single Individuals,CC,US,N/A
452,05/06/2016,Unknown,Dark Market Platform,CC,N/A,N/A
453,05/06/2016,Unknown,Online Services,CC,AU,N/A
454,06/06/2016,Unknown,Hacker Forum,CC,RU,N/A
455,06/06/2016,Account Hijacking,Single Individual,CC,US,N/A
456,06/06/2016,Account Hijacking,Single Individual,CC,US,N/A
457,06/06/2016,Account Hijacking,Single Individual,CC,US,N/A
458,07/06/2016,Unknown,Social Network,CC,US,N/A
459,07/06/2016,Account Hijacking,Single Individual,CC,US,N/A
460,07/06/2016,Targeted Attack,Single Individuals,CC,CH,N/A
461,07/06/2016,Account Hijacking,Single Individual,CC,UK,N/A
462,08/06/2016,Unknown,Org: Sport League,CC,US,N/A
463,08/06/2016,Unknown,Industry: Retail,CC,FR,N/A
464,08/06/2016,Unknown,BitTorrent,CC,N/A,N/A
465,09/06/2016,DDoS,Org: Finance,H,IE,N/A
466,09/06/2016,DDoS,Finance,H,RO,N/A
467,09/06/2016,Unknown,Government,CC,US,N/A
468,09/06/2016,Unknown,Single Individuals,CW,>1,N/A
469,09/06/2016,Unknown,Industry: Digital Content and Marketing,CC,CA,N/A
470,10/06/2016,Account Hijacking,Single Individual,CC,US,N/A
471,10/06/2016,Unknown,Org: Culture,CW,US,N/A
472,10/06/2016,Defacement,Law Enforcement,CW,IN,N/A
473,11/06/2016,Account Hijacking,Org: Terrorism,H,N/A,N/A
474,11/06/2016,Targeted Attack,Government,CE,>1,N/A
475,11/06/2016,Defacement,Industry: Computer Hardware,H,"US
FR
IE
UK
NL",N/A
476,11/06/2016,Defacement,Government,CW,IN,N/A
477,12/06/2016,Unknown,Education,CC,UK,N/A
478,12/06/2016,DDoS,Industry: Broadcast,H,ZA,N/A
479,12/06/2016,Unknown,Online Forum,CC,US,N/A
480,13/06/2016,Targeted Attack,>1,CW,KR,N/A
481,13/06/2016,Unknown,File Sharing,CC,US,N/A
482,13/06/2016,SEO Poisoning,>1,CC,>1,N/A
483,14/06/2016,Unknown,Org: Political Party,CW,US,N/A
484,14/06/2016,Brute Force,Industry: Software,CC,US,N/A
485,14/06/2016,Unknown,Industry: Media,CC,CA,N/A
486,14/06/2016,DDoS,Org: Religion,CC,US,N/A
487,14/06/2016,Targeted Attack,Government,CE,US,N/A
488,14/06/2016,DDoS,Org: Political Party,H,"ZA
ZW",N/A
489,14/06/2016,Unknown,Government,CC,US,N/A
490,14/06/2016,Unknown,Government,CC,US,N/A
491,15/06/2016,Unknown,>1,CC,>1,N/A
492,15/06/2016,Unknown,Industry: Travel Agency,CC,JP,N/A
493,15/06/2016,Unknown,Industry: Computer Hardware,CC,TW,N/A
494,15/06/2016,Targeted Attack,Bitcoin Exchange,CE,>1,N/A
495,15/06/2016,Undisclosed Vulnerability,Industry: Finance,CC,US,N/A
496,15/06/2016,DDoS,Industry: Gambling,CC,CN,N/A
497,15/06/2016,Unknown,Industry: Label Solutions,CC,US,N/A
498,16/06/2016,Unknown,News,CC,JO,N/A
499,17/06/2016,Cripto Currency Vulnerability,Industry: Cryptocurrency Software,CC,US,N/A
500,17/06/2016,Targeted Attack,>1,CE,>1,N/A
501,17/06/2016,SQLi,Online Services,CC,AL,N/A
502,17/06/2016,Defacement,News,H,MM,N/A
503,19/06/2016,Targeted Attack,Industry: Software,CC,US,N/A
504,19/06/2016,Undisclosed Vulnerability,Org: Political Party,CC,CA,N/A
505,20/06/2016,Unknown,Military,CW,US,N/A
506,20/06/2016,DDoS,Industry: Video Games,CC,US,N/A
507,20/06/2016,Unknown,Org: Political Party,CC,US,N/A
508,20/06/2016,Malicious JS redirection,Online Streaming,CC,MX,N/A
509,20/06/2016,Account Hijacking,Bitcoin Wallets,CC,>1,N/A
510,21/06/2016,Defacement,Org: Sport (Football),H,RO,N/A
511,21/06/2016,Unknown,Org: Political Party,CC,US,N/A
512,21/06/2016,Account Hijacking,Industry: Online Services,CC,US,N/A
513,22/06/2016,Unknown,Education,CC,UK,N/A
514,22/06/2016,DDoS,Government,H,US,N/A
515,23/06/2016,Defacement,Escort websites,H,>1,N/A
516,23/06/2016,Unknown,N/A,CC,US,N/A
517,23/06/2016,Account Hijacking,Government,CC,US,N/A
518,23/06/2016,Account Hijacking,Industry: Airline,CC,IN,N/A
519,23/06/2016,Unknown,Military,H,US,N/A
520,24/06/2016,Targeted Attack,>1,CE,JP,N/A
521,25/06/2016,Targeted Attack,Finance,CC,UA,N/A
522,25/06/2016,Account Hijacking,YouTube Channels,CC,US,N/A
523,26/06/2016,Unknown,Healthcare,CC,US,N/A
524,26/06/2016,Defacement,Industry: Telco,H,BR,N/A
525,26/06/2016,Defacement,Law Enforcement,H,UK,N/A
526,26/06/2016,Unknown,Social network,CC,US,N/A
527,27/06/2016,Account Hijacking,Single Individual,CC,US,N/A
528,27/06/2016,Unknown,Industry: Telco,CC,DE,N/A
529,27/06/2016,Targeted Attack,>1,CE,>1,N/A
530,28/06/2016,Unknown,Industry: Media,CC,CA,N/A
531,28/06/2016,DDoS,Industry: Jewelry,CC,N/A,N/A
532,28/06/2016,DDoS,Org: Political Party,CC,US,N/A
533,28/06/2016,Undisclosed Vulnerability,Healthcare,CC,US,N/A
534,28/06/2016,Malware,Industry: Restaurant,CC,US,N/A
535,29/06/2016,Account Hijacking,Single Individual,CC,US,N/A
536,29/06/2016,SQLi,Dating,CC,UK,N/A
537,29/06/2016,Unknown,Industry: Hotel and Restaurant,CC,US,N/A
538,29/06/2016,Unknown,Government,CC,US,N/A
539,29/06/2016,Account Hijacking,YouTube Channels,CC,US,N/A
540,30/06/2016,Unknown,Org: Political Party,CC,US,N/A
541,30/06/2016,Unknown,Industry: Medical Supplies,CC,US,N/A
542,30/06/2016,Unknown,Education,CC,US,N/A
543,30/06/2016,Unknown,Forum,CC,N/A,N/A
544,01/07/2016,Unknown,Industry: Telco,CC,IR,N/A
545,01/07/2016,Targeted Attack,Healthcare,CC,N/A,N/A
546,01/07/2016,Defacement,Government,CC,US,N/A
547,01/07/2016,Unknown,Org: Religion,CC,N/A,N/A
548,01/07/2016,Unknown,Industry: Retail,CC,IE,N/A
549,01/07/2016,Unknown,Healthcare,CC,US,N/A
550,03/07/2016,Account Hijacking,Education,CC,US,N/A
551,04/07/2016,vBulletin Vulnerability,Industry: Software,CC,US,N/A
552,04/07/2016,Targeted Attack,>1,CE,DK,N/A
553,04/07/2016,Account Hijacking,YouTube Channels,CC,US,N/A
554,05/07/2016,Unknown,Social Network,CC,US,N/A
555,06/07/2016,Unknown,Org: Political Party,CC,US,N/A
556,06/07/2016,DDoS,Org: Hacktivism,CC,N/A,N/A
557,06/07/2016,Account Hijacking,Government,CC,US,N/A
558,06/07/2016,DDoS,Government,H,ZW,N/A
559,07/07/2016,SQLi,Industry: Telco,CC,PL,N/A
560,07/07/2016,Account Hijacking,Government,H,US,N/A
561,07/07/2016,Targeted Attack,Government,CE,>1,N/A
562,07/07/2016,Targeted Attack,>1,CE,>1,N/A
563,08/07/2016,Unknown,Industry: System Monitoring,CC,US,N/A
564,08/07/2016,Account Hijacking,Industry: IT Services and Marketing,CC,US,N/A
565,08/07/2016,Account Hijacking,Single Individuals,CC,US,N/A
566,08/07/2016,PoS Malware,Industry: Hotel and Hospitality,CC,US,N/A
567,08/07/2016,Unknown,Industry: E-Commerce,CC,US,N/A
568,08/07/2016,Unknown,Industry: E-Commerce,CC,CA,N/A
569,09/07/2016,SQLi,Industry: Optical Components,CC,JP,N/A
570,09/07/2016,SQLi,Industry: Mechanical Components.,CC,US,N/A
571,10/07/2016,Unknown,Dating,CC,US,N/A
572,11/07/2016,SQLi,Industry: Arms Procurement,H,ZA,N/A
573,11/07/2016,Targeted Attack,Government,CE,>1,N/A
574,12/07/2016,DDoS,Finance,CC,UK,N/A
575,12/07/2016,Unknown,Utility: Network Railway,CC,UK,N/A
576,12/07/2016,Malware,Finance,CC,TW,N/A
577,12/07/2016,DDoS,Government,CW,CN,N/A
578,12/07/2016,Unknown,Healthcare,CC,CN,N/A
579,12/07/2016,Unknown,Industry: Software,CC,US,N/A
580,12/07/2016,Unknown,Online Services,CC,PA,N/A
581,12/07/2016,Unknown,Social Network,CC,US,N/A
582,12/07/2016,Unknown,Industry: E-Commerce,CC,RU,N/A
583,12/07/2016,Unknown,Online Forum,CC,CA,N/A
584,13/07/2016,Targeted Attack,Government,CE,US,N/A
585,14/07/2016,SQLi,Org: Software,CC,ZA,N/A
586,14/07/2016,Unknown,Government,CC,PL,N/A
587,14/07/2016,Unknown,Org: Political Party,CC,US,N/A
588,14/07/2016,Unknown,Social Network,CC,US,N/A
589,14/07/2016,Unknown,Industry: Internet Service,CC,IN,N/A
590,15/07/2016,DDoS,Org: Terrorism,H,N/A,N/A
591,16/07/2016,DDoS,News,CW,RU,N/A
592,16/07/2016,Defacement,Government,CW,PH,N/A
593,17/07/2016,DDoS,Government,CC,US,N/A
594,17/07/2016,DDoS,Industry: Video Games,CC,JP,N/A
595,18/07/2016,DDoS,Industry: Video Games,CC,JP,N/A
596,18/07/2016,Defacement,Government,CW,PH,N/A
597,18/07/2016,Defacement,Road Sign,CC,US,N/A
598,19/07/2016,Unknown,Org: Political Party,H,TR,N/A
599,19/07/2016,DDoS,Org: Non-Profit,CC,INT,N/A
600,19/07/2016,Malicious Code Injection,>1,CC,>1,N/A
601,19/07/2016,Defacement,Government,H,US,N/A
602,20/07/2016,Targeted Attack,Org: Political Party,CE,US,N/A
603,20/07/2016,Account Hijacking,Industry: Video Games,CC,US,N/A
604,20/07/2016,Account Hijacking,Industry: Entertainment,CC,JP,N/A
605,20/07/2016,SQLi via Drupal vulnerability,Industry: Video Games,CC,US,N/A
606,20/07/2016,Unknown,Industry: Entertainment,CC,UK,N/A
607,20/07/2016,Malicious Code Injection,Single Individuals,CC,>1,N/A
608,20/07/2016,DDoS,Government,H,BR,N/A
609,21/07/2016,Malvertising,News,CC,US,N/A
610,22/07/2016,Unknown,Org: Political Party,H,US,N/A
611,22/07/2016,Targeted Attack,Industry: E-Commerce,CC,KR,N/A
612,22/07/2016,vBulletin Vulnerability,Online Forum,CC,US,N/A
613,22/07/2016,Unknown,Industry: Energy and Gas,H,TR,N/A
614,22/07/2016,Unknown,Government,CC,US,N/A
615,22/07/2016,Malware,Healthcare,CC,US,N/A
616,23/07/2016,DDoS,Industry: Telco,CC,IN,N/A
617,24/07/2016,Account Hijacking,Single Individual,CC,DE,N/A
618,25/07/2016,Undisclosed Vulnerability in the e-commerce platform,Industry: E-Commerce,CC,US,N/A
619,25/07/2016,Unknown,Industry: Retail,CC,NZ,N/A
620,26/07/2016,Defacement,News,CC,US,N/A
621,26/07/2016,Spam Bot,Single Individuals,CC,>1,N/A
622,26/07/2016,Credential Stuffing,Industry: Telco,CC,UK,N/A
623,26/07/2016,Unknown,Adult Sites,CC,US,N/A
624,26/07/2016,PoS Malware,Industry: Hotel and Hospitality,CC,US,N/A
625,26/07/2016,Account Hijacking (via a third party vendor),Healthcare,CC,US,N/A
626,26/07/2016,Unknown,Industry: 3D Printing,CC,US,N/A
627,27/07/2016,Account Hijacking,Single Individual,H,US,N/A
628,27/07/2016,Account Hijacking (via a third party vendor),Healthcare,CC,US,N/A
629,28/07/2016,Malvertising,Single Individuals,CC,>1,N/A
630,29/07/2016,Targeted Attack,Org: Political Party,CE,US,N/A
631,29/07/2016,Targeted Attack,Org: Political Party,CE,US,N/A
632,29/07/2016,Unknown,Airline,CW,VN,N/A
633,29/07/2016,Unknown,Industry: Entertainment,CC,US,N/A
634,29/07/2016,DNS Hijacking,>1,CC,>1,N/A
635,29/07/2016,Undisclosed Vulnerability,Healthcare,CC,US,N/A
636,30/07/2016,Targeted Attack,Government,CE,RU,N/A
637,30/07/2016,Account Hijacking,Single Individual,CC,AF,N/A
638,31/07/2016,Account Hijacking,Single Individual,CC,US,N/A
639,01/08/2016,Unknown,Industry: Internet,CC,US,N/A
640,01/08/2016,Account Hijacking,Government,CE,KR,N/A
641,01/08/2016,POS Malware,Industry: Hotel and Hospitality,CC,US,N/A
642,01/08/2016,DDoS,Government,H,CZ,N/A
643,02/08/2016,Account Hijacking via Telegram Vulnerability,Single Individuals,CE,IR,N/A
644,02/08/2016,Unknown,Bitcoin Exchange,CC,HK,N/A
645,02/08/2016,SQLi,Healthcare,CC,US,N/A
646,02/08/2016,DDoS,Industry: Web Hosting,CC,UK,N/A
647,02/08/2016,Unknown,Healthcare,CC,US,N/A
648,02/08/2016,Targeted Attack,Single Individuals,CE,SY,N/A
649,02/08/2016,Unknown,Finance,CW,IN,N/A
650,02/08/2016,Account Hijacking,Online Services,CC,US,N/A
651,02/08/2016,Unknown,Industry: ISP,H,IR,N/A
652,03/08/2016,DDoS,Industry: Video Games,CC,US,N/A
653,03/08/2016,DDoS,Industry: Video Games,CC,US,N/A
654,03/08/2016,Account Hijacking,Single Individuals,CC,BE,N/A
655,04/08/2016,Malware,Law Enforcement,CC,IE,N/A
656,04/08/2016,Targeted Attack,Government,CE,PH,N/A
657,04/08/2016,Targeted Attack,Single Individuals,CE,KZ,N/A
658,04/08/2016,Unknown,Org: Charity,CC,UK,N/A
659,04/08/2016,Account Hijacking,Org: Terrorism,CW,N/A,N/A
660,04/08/2016,DDoS,Industry: Video Games,CC,JP,N/A
661,04/08/2016,DDoS,Industry: Video Games,CC,US,N/A
662,05/08/2016,SQLi,Org: Non-Profit,CC,US,N/A
663,05/08/2016,Malware,Single Individuals,CC,"JP
 CN",N/A
664,05/08/2016,DDoS,Government,H,BR,N/A
665,05/08/2016,Unknown,Single Individuals,H,BR,N/A
666,05/08/2016,Malware (Mobile),Single Individuals,CC,>1,N/A
667,06/08/2016,Account Hijacking,Single Individuals,CC,US,N/A
668,07/08/2016,Targeted Attack,>1,CE,"RU
 CN
 SE
 BE",N/A
669,07/08/2016,Account Hijacking,Single Individuals,CC,US,N/A
670,08/08/2016,POS Malware,Industry: PoS Systems,CC,US,N/A
671,08/08/2016,DDoS,Single Individuals,CC,US,N/A
672,09/08/2016,DDoS,Government,CC,AU,N/A
673,09/08/2016,PoS Malware,>1,CC,>1,N/A
674,09/08/2016,Unknown,Healthcare,CC,US,N/A
675,10/08/2016,SQLi (via vBulletin vulnerability),Industry: Video Games,CC,US,N/A
676,10/08/2016,Account Hijacking,Single Individuals,CC,>1,N/A
677,10/08/2016,Account Hijacking,Single Individuals,CC,US,N/A
678,10/08/2016,Unknown,Government,CC,US,N/A
679,11/08/2016,Account Hijacking,Single Individuals,CC,>1,N/A
680,11/08/2016,POS Malware,Industry: PoS Systems,CC,US,N/A
681,11/08/2016,Bots,Social Network,CC,US,N/A
682,11/08/2016,DDoS,Org: Sport,CC,AU,N/A
683,11/08/2016,Targeted Attack,>1,CE,>1,N/A
684,11/08/2016,Unknown,Government,CC,NL,N/A
685,12/08/2016,Account Hijacking,Org: Political Party,CC,US,N/A
686,12/08/2016,Targeted Attack,Industry: Oil and Gas,CW,IR,N/A
687,12/08/2016,SQLi,Org: Sport,H,INT,N/A
688,12/08/2016,Unknown,Healthcare,CC,US,N/A
689,13/08/2016,Account Hijacking,Single Individuals,CC,RU,N/A
690,14/08/2016,PoS Malware,Industry: Hotel and Hospitality,CC,US,N/A
691,14/08/2016,Account Hijacking,Industry: Software,CC,UK,N/A
692,15/08/2016,Unknown,Government,CC,US,N/A
693,15/08/2016,Account Hijacking,Single Individuals,CC,US,N/A
694,15/08/2016,Targeted Attack,>1,CE,>1,N/A
695,15/08/2016,DDoS,Government,CC,US,N/A
696,15/08/2016,Defacement,>1,CW,PK,N/A
697,16/08/2016,Account Hijacking,Industry: Manufacturing,CC,DE,N/A
698,16/08/2016,Account Hijacking,Government,CC,AU,N/A
699,16/08/2016,SQLi,Org: Broadcasting,H,INT,N/A
700,16/08/2016,Unknown,Social network,CC,CA,N/A
701,17/08/2016,Targeted Attack,>1,CC,>1,N/A
702,17/08/2016,Unknown,Healthcare,CC,US,N/A
703,18/08/2016,PoS Malware,Industry: Retail,CC,US,N/A
704,18/08/2016,Targeted Attack,Org: Political Party,CE,US,N/A
705,18/08/2016,vBulletin Vulnerability,Online Services,CC,DE,N/A
706,18/08/2016,Targeted Attack,Org: Non-Profit,CE,US,N/A
707,18/08/2016,Unknown,Online Services,CC,US,N/A
708,18/08/2016,Defacement,Org: Sport,CC,INT,N/A
709,18/08/2016,Unknown,Road Sign,H,US,N/A
710,20/08/2016,Targeted Attack,Education,CE,TW,N/A
711,20/08/2016,Account Hijacking,Single Individual,CC,US,N/A
712,21/08/2016,Account Hijacking,Single Individual,H,US,N/A
713,22/08/2016,SQLi,Industry: Video Games,CC,US,N/A
714,22/08/2016,Targeted Attack,Single Individual,CC,TR,N/A
715,22/08/2016,Unknown,Healthcare,CC,US,N/A
716,23/08/2016,Unknown,Industry: Defence,CE,FR,N/A
717,23/08/2016,Undisclosed Vulnerability,Finance,CC,TH,N/A
718,23/08/2016,DDoS,Industry: Video Games,CC,US,N/A
719,23/08/2016,vBulletin Vulnerability,Online Forum,CC,US,N/A
720,23/08/2016,Unknown,Industry: Engineering,CC,IN,N/A
721,24/08/2016,SQLi,Industry: Internet,CC,RU,N/A
722,24/08/2016,Targeted Attack,News,CE,US,N/A
723,24/08/2016,Unknown,Single Individual,CC,US,N/A
724,24/08/2016,Account Hijacking,Single Individual,CC,US,N/A
725,24/08/2016,Unknown,Healthcare,CC,US,N/A
726,24/08/2016,Unknown,Industry: Video Games,CC,NO,N/A
727,24/08/2016,Unknown,Government,CC,US,N/A
728,26/08/2016,Unknown,Industry: Online Services,CC,US,N/A
729,26/08/2016,Unknown,Industry: Software,CC,NO,N/A
730,26/08/2016,Account Hijacking,Single Individual,CC,UK,N/A
731,26/08/2016,Defacement,Government,CC,LK,N/A
732,26/08/2016,Targeted Attack,Industry: Oil,CW,IR,N/A
733,26/08/2016,PoS Malware,Industry: Hotel and Hospitality,CC,US,N/A
734,26/08/2016,PoS Malware,Industry: Hotel and Hospitality,CC,US,N/A
735,26/08/2016,Unknown,Government,CC,CA,N/A
736,27/08/2016,DoS,Government,H,IL,N/A
737,27/08/2016,Defacement,Finance,H,DE,N/A
738,28/08/2016,SQLi,Government,H,PY,N/A
739,28/08/2016,Unknown,Industry: Automotive,CC,KW,N/A
740,29/08/2016,SQLi,Industry: Media,CC,US,N/A
741,29/08/2016,Targeted Attack,Org: Think Tank,CE,US,N/A
742,29/08/2016,Targeted Attack,Government,CE,AU,N/A
743,29/08/2016,Malicious Script Injection,Industry: Restaurant,CC,US,N/A
744,30/08/2016,Malware,Finance,CC,>1,N/A
745,30/08/2016,Targeted Attack,Government,CC,US,N/A
746,30/08/2016,Unknown,Online Services,CC,US,N/A
747,30/08/2016,Unknown,Government,CE,SA,N/A
748,30/08/2016,Account Hijacking,Single Individual,CC,US,N/A
749,31/08/2016,Unspecified Bug,Industry: Software,CC,US,N/A
750,31/08/2016,DDoS,Industry: Video Games,CC,US,N/A
751,31/08/2016,Unknown,Industry: E-Commerce,CC,US,N/A
752,31/08/2016,Redis Database Misconfiguration,Single Individuals,CC,>1,N/A
753,31/08/2016,Unknown,Accounting Firm,CC,US,N/A
754,31/08/2016,Unknown,Healthcare,CC,US,N/A
755,01/09/2016,Unknown,Online Music,CC,UK,N/A
756,01/09/2016,Targeted Attack,Government,CE,HK,N/A
757,01/09/2016,Unknown,Bitcoin Exchange,CC,US,N/A
758,01/09/2016,Unknown,Online Forum,CC,US,N/A
759,01/09/2016,Unknown,Education,CC,US,N/A
760,01/09/2016,Account Hijacking,Org: Software,CC,US,N/A
761,01/09/2016,Defacement,Government,H,AF,N/A
762,01/09/2016,SQLi,Online Forum,CC,DE,N/A
763,01/09/2016,Unknown,Org: Non-Profit,CC,US,N/A
764,01/09/2016,Unknown,Healthcare,CC,UAE,N/A
765,02/09/2016,DDoS,Industry: Hosting Provider,CC,US,N/A
766,02/09/2016,Malware,Industry: Hotel and Hospitality,CC,US,N/A
767,02/09/2016,Unknown,Government,H,AM,N/A
768,02/09/2016,Unknown,Industry: Software,CC,CA,N/A
769,03/09/2016,Account Hijacking,News,CC,US,N/A
770,03/09/2016,Unknown Vulnerability,Social Media,CC,US,N/A
771,03/09/2016,Account Hijacking,Single Individuals,H,UA,N/A
772,05/09/2016,Unknown,Adult Site,CC,US,N/A
773,06/09/2016,Unknown Vulnerability,Industry: Internet Services,CC,RU,N/A
774,06/09/2016,Account Hijacking,Education,CC,US,N/A
775,07/09/2016,DDoS,Org: Non-Profit,CW,US,N/A
776,07/09/2016,Unknown,Airport,H,AT,N/A
777,07/09/2016,PoS Malware,Industry: Hotel and Hospitality,CC,US,N/A
778,08/09/2016,Unknown,News,CC,US,N/A
779,08/09/2016,Unknown Vulnerability,DDoS-for-hire,CC,IL,N/A
780,08/09/2016,Unknown,Industry: ISP,CC,IT,N/A
781,09/09/2016,Unknown,Industry: Telephony,CC,UK,N/A
782,09/09/2016,DDoS,News,CC,US,N/A
783,09/09/2016,DDoS,Government,H,AT,N/A
784,09/09/2016,Unknown,Government,CC,NL,N/A
785,10/09/2016,Unknown,Industry: Software,CC,RU,N/A
786,11/09/2016,Defacement,Org: Housing,CC,US,N/A
787,13/09/2016,Account Hijacking,Org: Sport,CC,N/A,N/A
788,13/09/2016,Unknown,Pay-per-click,CC,US,N/A
789,13/09/2016,Malware,Single Individuals,CC,>A,N/A
790,14/09/2016,Unknown,Healthcare,CC,US,N/A
791,14/09/2016,Account Hijacking,Online Forum,CC,US,N/A
792,15/09/2016,Defacement,Org: Non-Profit,H,US,N/A
793,16/09/2016,Account Hijacking,Industry: Financial Services,CC,US,N/A
794,18/09/2016,DDoS,Industry: Video Games,CC,US,N/A
795,19/09/2016,FTP Vulnerability,Government,CC,US,N/A
796,19/09/2016,Unknown,Healthcare,H,IT,N/A
797,19/09/2016,Unknown,Healthcare,CC,US,N/A
798,20/09/2016,Unknown,Online Forum,CC,UK,N/A
799,20/09/2016,Malicious JS injection,Industry: E-Commerce,CC,US,N/A
800,20/09/2016,SQLi,Industry: PoS Software,CC,AU,N/A
801,22/09/2016,Unknown,Industry: internet Services,CC,US,N/A
802,22/09/2016,DDoS,Cryptocurrency Computing Platform,CC,N/A,N/A
803,22/09/2016,Account Hijacking,>1,CC,>1,N/A
804,22/09/2016,Account Hijacking,Single Individuals,CC,US,N/A
805,22/09/2016,DDoS,Industry: Hosting,CC,FR,N/A
806,22/09/2016,Malware,Single Individuals,CC,>1,N/A
807,22/09/2016,Unknown,Org: Professional Order,CC,US,N/A
808,23/09/2016,Unknown,Industry: Mobile Telco,CW,AF,N/A
809,23/09/2016,Account Hijacking,Single Individuals,CC,UK,N/A
810,23/09/2016,Unknown,Org: Political Party,CC,US,N/A
811,23/09/2016,Unknown,Industry: Software,CC,US,N/A
812,23/09/2016,Unknown,Industry: E-Commerce,CC,US,N/A
813,25/09/2016,Unknown,Government,CW,AZ,N/A
814,26/09/2016,Targeted Attack,>1,CE,>1,N/A
815,26/09/2016,SQLi,Social Network,CC,US,N/A
816,26/09/2016,Targeted Attack,Single Individuals,CE,LY,N/A
817,27/09/2016,RDP Vulnerability,Industry: Financial Services,CC,US,N/A
818,27/09/2016,SEO Poisoning,Education,CC,US,N/A
819,29/09/2016,DDoS,News,CC,US,N/A
820,29/09/2016,Targeted Attack,News,CC,UK,N/A
821,29/09/2016,Account Hijacking,Industry: PoS Software,CC,>1,N/A
822,29/09/2016,SQLi,Online Services,CC,US,N/A
823,30/09/2016,Unknown,Billboard,CC,ID,N/A
824,30/09/2016,SQLi,Online Services,CC,US,N/A
825,30/09/2016,Unknown,Government,H,TR,N/A
826,01/10/2016,Malware,Government,CE,KR,N/A
827,01/10/2016,Malware,Education,CC,US,N/A
828,02/10/2016,Defacement,Forum,CC,N/A,N/A
829,03/10/2016,Unknown,Single Individuals,CC,IN,N/A
830,04/10/2016,Malware,Org: Political Party,CC,US,N/A
831,04/10/2016,Unknown,Org: Non-Profit,CC,US,N/A
832,05/10/2016,Account Hijacking,Industry: Internet Media,CC,US,N/A
833,05/10/2016,Malvertising,Industry: Music Streaming,CC,SE,N/A
834,06/10/2016,Account Hijacking,Org: Non-Profit,CC,US,N/A
835,06/10/2016,Malware,Industry: E-Commerce,CC,>1,N/A
836,06/10/2016,Account Hijacking,Industry: Event Organization,CC,AU,N/A
837,10/10/2016,Targeted Attack,Nuclear Plant,CC,DE,N/A
838,10/10/2016,Targeted Attack,Education,CE,JP,N/A
839,12/10/2016,Account Hijacking,Single Individuals,CE,RU,N/A
840,12/10/2016,Malware,Finance,CC,N/A,N/A
841,12/10/2016,DNS Hijacking,Bitcoin Wallet,CC,LU,N/A
842,13/10/2016,Unknown,Industry: Data Aggregator,CC,US,N/A
843,13/10/2016,Account Hijacking,Single Individuals,CC,US,N/A
844,13/10/2016,PoS Malware,Industry: Fashion,CC,US,N/A
845,13/10/2016,Unknown,Government,CC,US,N/A
846,13/10/2016,Unknown,Healthcare,CC,US,N/A
847,14/10/2016,Unknown,Industry: Video Games,CC,US,N/A
848,14/10/2016,PoS Malware,Industry: Hotel and Hospitality,CC,US,N/A
849,16/10/2016,Unknown,Road Signs,CC,US,N/A
850,17/10/2016,Unknown,Org: Political Party,CC,US,N/A
851,17/10/2016,Unknown,Education,CC,US,N/A
852,18/10/2016,Local File Inclusion,Adult Site,CC,US,N/A
853,18/10/2016,Unknown,Industry: Tourism,CC,IN,N/A
854,19/10/2016,Account Hijacking,Finance,CC,IN,N/A
